IDPatrimostat;IDMuseofile;region;departement;dateappellation;ferme;anneefermeture;nom_du_musee;lien_avec;ville;codeInseeCommune;annee;payant;gratuit;total;individuel;scolaires;groupes_hors_scolaires;moins_18_ans_hors_scolaires;_18_25_ans
0105301;M0963;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de Brou;;BOURG EN BRESSE;01053;2014;53088;41560;94648;;;;5186;2157
0105301;M0963;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de Brou;;BOURG EN BRESSE;01053;2015;76918;35942;112860;;;;;
0105301;M0963;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de Brou;;BOURG EN BRESSE;01053;2016;74138;24813;98951;;;;;
0105301;M0963;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de Brou;;BOURG EN BRESSE;01053;2017;73396;23736;97132;77065;11265;8802;6139;2861
0105301;M0963;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de Brou;;BOURG EN BRESSE;01053;2018;62284;35932;98216;85110;9067;4039;6714;2807
0105301;M0963;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de Brou;;BOURG EN BRESSE;01053;2019;61957;36153;98110;76184;10343;11583;7589;3164
0105301;M0963;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de Brou;;BOURG EN BRESSE;01053;2020;28135;16495;44630;40257;2566;1807;;
0105301;M0963;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de Brou;;BOURG EN BRESSE;01053;2021;43734;26080;69814;61816;4384;3614;5583;2397
0105301;M0963;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de Brou;;BOURG EN BRESSE;01053;2022;48780;33662;82442;71627;7769;3046;5462;3401
0105301;M0963;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de Brou;;BOURG EN BRESSE;01053;2023;56375;41106;97481;81671;10305;5505;6382;4199
0105302;M0964;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musées des pays de l'Ain;;BOURG EN BRESSE;01053;2014;0;0;0;0;0;0;0;0
0105302;M0964;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musées des pays de l'Ain;;BOURG EN BRESSE;01053;2015;0;0;0;0;0;0;0;0
0105302;M0964;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musées des pays de l'Ain;;BOURG EN BRESSE;01053;2016;0;80;80;80;0;0;0;0
0105302;M0964;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musées des pays de l'Ain;;BOURG EN BRESSE;01053;2017;0;68;68;68;0;0;12;
0105302;M0964;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musées des pays de l'Ain;;BOURG EN BRESSE;01053;2018;0;0;0;0;0;0;0;0
0105302;M0964;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musées des pays de l'Ain;;BOURG EN BRESSE;01053;2019;0;0;0;0;0;0;0;0
0105302;M0964;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musées des pays de l'Ain;;BOURG EN BRESSE;01053;2020;0;0;0;0;0;0;0;0
0105302;M0964;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musées des pays de l'Ain;;BOURG EN BRESSE;01053;2021;0;0;0;0;0;0;0;0
0105302;M0964;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musées des pays de l'Ain;;BOURG EN BRESSE;01053;2022;0;0;0;0;0;0;0;0
0105302;M0964;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musées des pays de l'Ain;;BOURG EN BRESSE;01053;2023;0;0;0;0;0;0;0;0
0106401;M0965;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;;musée de la société d'histoire et d'archéologie;;BRIORD;01064;2018;0;0;0;0;0;0;0;0
0106401;M0965;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;;musée de la société d'histoire et d'archéologie;;BRIORD;01064;2019;0;0;0;0;0;0;0;0
0106401;M0965;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;2020;musée de la société d'histoire et d'archéologie;;BRIORD;01064;2020;0;0;0;0;0;0;0;0
0106401;M0965;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;2020;musée de la société d'histoire et d'archéologie;;BRIORD;01064;2021;0;0;0;0;0;0;0;0
0106401;M0965;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;2020;musée de la société d'histoire et d'archéologie;;BRIORD;01064;2022;0;0;0;0;0;0;0;0
0106401;M0965;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;2020;musée de la société d'histoire et d'archéologie;;BRIORD;01064;2023;0;0;0;0;0;0;0;0
0113701;M0975;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Revermont;;VAL REVERMONT;01426;2014;3894;7468;11362;7449;3506;407;0;467
0113701;M0975;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Revermont;;VAL REVERMONT;01426;2015;2929;7301;10230;7433;2581;216;;337
0113701;M0975;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Revermont;;VAL REVERMONT;01426;2016;1704;7946;9650;8169;1376;105;0;230
0113701;M0975;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Revermont;;VAL REVERMONT;01426;2017;2661;8032;10693;8167;2309;217;;
0113701;M0975;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Revermont;;VAL REVERMONT;01426;2018;2961;8545;11506;8884;2216;406;408;59
0113701;M0975;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Revermont;;VAL REVERMONT;01426;2019;2611;7151;9762;7613;2149;0;400;59
0113701;M0975;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Revermont;;VAL REVERMONT;01426;2020;1030;867;1897;1569;259;69;;
0113701;M0975;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Revermont;;VAL REVERMONT;01426;2021;1989;1297;3286;3020;195;71;0;0
0113701;M0975;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Revermont;;VAL REVERMONT;01426;2022;1707;4885;6592;5652;733;207;432;
0113701;M0975;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Revermont;;VAL REVERMONT;01426;2023;6945;1718;8663;7694;406;563;674;37
0119201;M0966;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée archéologique;;IZERNORE;01192;2014;1160;1860;3020;1522;1442;56;;
0119201;M0966;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée archéologique;;IZERNORE;01192;2015;1485;3491;4976;3128;1591;255;;
0119201;M0966;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée archéologique;;IZERNORE;01192;2016;1164;1952;3116;1633;1200;283;0;0
0119201;M0966;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée archéologique;;IZERNORE;01192;2017;1047;1679;2726;2196;468;62;;
0119201;M0966;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée archéologique;;IZERNORE;01192;2018;1077;2764;3841;3223;524;94;1962;0
0119201;M0966;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée archéologique;;IZERNORE;01192;2019;1703;2820;4523;2245;2145;133;1962;
0119201;M0966;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée archéologique;;IZERNORE;01192;2020;498;477;975;721;195;59;369;
0119201;M0966;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée archéologique;;IZERNORE;01192;2021;714;915;1629;891;670;68;369;0
0119201;M0966;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée archéologique;;IZERNORE;01192;2022;1282;2225;3507;1341;2017;149;973;
0119201;M0966;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée archéologique;;IZERNORE;01192;2023;1801;1958;3759;2725;441;581;2094;9
0121801;M0967;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Bugey-Valromey;;ARVIERE EN VALROMEY;01453;2014;2869;2007;4876;2748;1619;509;361;102
0121801;M0967;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Bugey-Valromey;;ARVIERE EN VALROMEY;01453;2015;2449;2344;4793;2366;1515;912;156;126
0121801;M0967;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Bugey-Valromey;;ARVIERE EN VALROMEY;01453;2016;2413;2377;4790;2719;1094;977;309;26
0121801;M0967;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Bugey-Valromey;;ARVIERE EN VALROMEY;01453;2017;2356;2172;4528;2831;748;949;;
0121801;M0967;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Bugey-Valromey;;ARVIERE EN VALROMEY;01453;2018;2880;2520;5400;3384;1133;883;306;102
0121801;M0967;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Bugey-Valromey;;ARVIERE EN VALROMEY;01453;2019;2426;1586;4012;2908;1104;0;300;100
0121801;M0967;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Bugey-Valromey;;ARVIERE EN VALROMEY;01453;2020;1794;1210;3004;2683;146;175;307;
0121801;M0967;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Bugey-Valromey;;ARVIERE EN VALROMEY;01453;2021;1348;1044;2392;1987;295;110;;
0121801;M0967;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Bugey-Valromey;;ARVIERE EN VALROMEY;01453;2022;1888;834;2722;1714;595;413;240;6
0121801;M0967;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du Bugey-Valromey;;ARVIERE EN VALROMEY;01453;2023;2254;1094;3348;1908;1151;289;353;4
0126901;M0968;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la résistance et de la déportation de l'Ain;;NANTUA;01269;2014;7149;4270;11419;4320;6372;727;303;323
0126901;M0968;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la résistance et de la déportation de l'Ain;;NANTUA;01269;2015;3893;1979;5872;1419;4070;383;184;
0126901;M0968;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la résistance et de la déportation de l'Ain;;NANTUA;01269;2016;786;244;1030;194;770;66;0;0
0126901;M0968;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la résistance et de la déportation de l'Ain;;NANTUA;01269;2017;1764;2433;4197;3441;461;295;;
0126901;M0968;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la résistance et de la déportation de l'Ain;;NANTUA;01269;2018;7851;5096;12947;5937;5539;1471;623;629
0126901;M0968;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la résistance et de la déportation de l'Ain;;NANTUA;01269;2019;8921;4301;13222;6999;6223;0;650;630
0126901;M0968;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la résistance et de la déportation de l'Ain;;NANTUA;01269;2020;4040;2751;6791;3988;2612;191;688;139
0126901;M0968;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la résistance et de la déportation de l'Ain;;NANTUA;01269;2021;4038;2454;6492;3867;2496;129;688;139
0126901;M0968;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la résistance et de la déportation de l'Ain;;NANTUA;01269;2022;9045;3789;12834;4736;5265;2833;988;
0126901;M0968;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la résistance et de la déportation de l'Ain;;NANTUA;01269;2023;11132;4302;15434;7398;6546;1490;4656;345
0128301;M0969;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du peigne et de la plasturgie;;OYONNAX;01283;2014;2408;2716;5124;3369;957;798;433;54
0128301;M0969;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du peigne et de la plasturgie;;OYONNAX;01283;2015;2219;2308;4527;1919;1925;683;;36
0128301;M0969;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du peigne et de la plasturgie;;OYONNAX;01283;2016;2136;2736;4872;2588;1346;938;0;25
0128301;M0969;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du peigne et de la plasturgie;;OYONNAX;01283;2017;1464;3085;4549;3037;1131;381;;31
0128301;M0969;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du peigne et de la plasturgie;;OYONNAX;01283;2018;1503;2748;4251;2945;811;495;0;39
0128301;M0969;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du peigne et de la plasturgie;;OYONNAX;01283;2019;1596;2086;3682;2273;673;736;;
0128301;M0969;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du peigne et de la plasturgie;;OYONNAX;01283;2020;646;492;1138;872;177;89;;
0128301;M0969;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du peigne et de la plasturgie;;OYONNAX;01283;2021;905;863;1768;1128;386;254;0;30
0128301;M0969;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du peigne et de la plasturgie;;OYONNAX;01283;2022;1543;1198;2741;1904;201;636;751;63
0128301;M0969;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du peigne et de la plasturgie;;OYONNAX;01283;2023;2271;4684;6955;5481;782;732;220;
0129001;M0970;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du vieux Pérouges;;PEROUGES;01290;2016;15235;1012;16247;13112;1120;2015;0;0
0129001;M0970;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du vieux Pérouges;;PEROUGES;01290;2017;11564;1006;12570;;;;;
0129001;M0970;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du vieux Pérouges;;PEROUGES;01290;2019;9400;63;9463;7554;1277;632;;
0129001;M0970;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du vieux Pérouges;;PEROUGES;01290;2020;10315;233;10548;8660;267;1621;;
0129001;M0970;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du vieux Pérouges;;PEROUGES;01290;2021;7201;87;7288;7000;238;50;0;0
0129001;M0970;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du vieux Pérouges;;PEROUGES;01290;2022;9630;92;9722;6306;1780;1636;;
0129001;M0970;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée du vieux Pérouges;;PEROUGES;01290;2023;8753;21;8774;5421;2714;639;;
0134301;M0972;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;Domaine des Saveurs – Les Planons;;ST CYR SUR MENTHON;01343;2014;12866;9377;22243;14267;3881;4095;1741;208
0134301;M0972;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;Domaine des Saveurs – Les Planons;;ST CYR SUR MENTHON;01343;2015;12331;9331;21662;15474;3094;3094;1530;323
0134301;M0972;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;Domaine des Saveurs – Les Planons;;ST CYR SUR MENTHON;01343;2016;10274;5985;16259;10775;2989;2495;0;280
0134301;M0972;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;Domaine des Saveurs – Les Planons;;ST CYR SUR MENTHON;01343;2017;9852;7173;17025;12197;2453;2375;;
0134301;M0972;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;Domaine des Saveurs – Les Planons;;ST CYR SUR MENTHON;01343;2018;10693;7504;18197;11812;2255;4130;1415;330
0134301;M0972;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;Domaine des Saveurs – Les Planons;;ST CYR SUR MENTHON;01343;2019;10704;6203;16907;13526;3381;0;1200;300
0134301;M0972;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;Domaine des Saveurs – Les Planons;;ST CYR SUR MENTHON;01343;2020;2919;4800;7719;6892;628;199;596;
0134301;M0972;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;Domaine des Saveurs – Les Planons;;ST CYR SUR MENTHON;01343;2021;4131;3818;7949;5775;1561;613;387;0
0134301;M0972;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;Domaine des Saveurs – Les Planons;;ST CYR SUR MENTHON;01343;2022;11997;3428;15425;9378;2773;3274;1781;117
0134301;M0972;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;Domaine des Saveurs – Les Planons;;ST CYR SUR MENTHON;01343;2023;12397;3949;16346;10921;2210;3215;1993;98
0138301;M0973;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée Louis Jourdan;;ST PAUL DE VARAX;01383;2014;139;54;193;135;0;58;;
0138301;M0973;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée Louis Jourdan;;ST PAUL DE VARAX;01383;2015;169;137;306;266;0;40;;
0138301;M0973;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée Louis Jourdan;;ST PAUL DE VARAX;01383;2016;204;131;335;260;0;75;0;4
0138301;M0973;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée Louis Jourdan;;ST PAUL DE VARAX;01383;2017;236;222;458;353;0;105;;
0138301;M0973;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée Louis Jourdan;;ST PAUL DE VARAX;01383;2018;238;190;428;326;0;102;6;6
0138301;M0973;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée Louis Jourdan;;ST PAUL DE VARAX;01383;2019;174;54;228;156;0;72;;
0138301;M0973;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée Louis Jourdan;;ST PAUL DE VARAX;01383;2020;195;73;268;268;0;0;6;5
0138301;M0973;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée Louis Jourdan;;ST PAUL DE VARAX;01383;2021;243;68;311;266;0;45;13;14
0138301;M0973;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée Louis Jourdan;;ST PAUL DE VARAX;01383;2022;195;39;234;134;35;65;35;4
0138301;M0973;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée Louis Jourdan;;ST PAUL DE VARAX;01383;2023;170;58;228;0;0;0;0;0
0140701;M0974;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;;musée du bois;;SEYSSEL;01407;2014;0;0;0;0;0;0;0;0
0140701;M0974;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;;musée du bois;;SEYSSEL;01407;2015;0;0;0;0;0;0;0;0
0140701;M0974;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;;musée du bois;;SEYSSEL;01407;2016;0;0;0;0;0;0;0;0
0140701;M0974;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;;musée du bois;;SEYSSEL;01407;2017;0;0;0;0;0;0;0;0
0140701;M0974;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;;musée du bois;;SEYSSEL;01407;2018;0;0;0;0;0;0;0;0
0140701;M0974;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;;musée du bois;;SEYSSEL;01407;2019;0;0;0;0;0;0;0;0
0140701;M0974;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;;musée du bois;;SEYSSEL;01407;2020;0;0;0;0;0;0;0;0
0140701;M0974;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;;musée du bois;;SEYSSEL;01407;2021;0;0;0;0;0;0;0;0
0140701;M0974;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;;musée du bois;;SEYSSEL;01407;2022;0;0;0;0;0;0;0;0
0140701;M0974;Auvergne-Rhône-Alpes;Ain;01/02/2003;OUI;;musée du bois;;SEYSSEL;01407;2023;0;0;0;0;0;0;0;0
0144301;M1082;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la Dombes;;VILLARS LES DOMBES;01443;2014;0;0;0;0;0;0;0;0
0144301;M1082;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la Dombes;;VILLARS LES DOMBES;01443;2015;0;0;0;0;0;0;0;0
0144301;M1082;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la Dombes;;VILLARS LES DOMBES;01443;2017;0;0;0;0;0;0;0;0
0144301;M1082;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la Dombes;;VILLARS LES DOMBES;01443;2018;0;0;0;0;0;0;0;0
0144301;M1082;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la Dombes;;VILLARS LES DOMBES;01443;2019;0;0;0;0;0;0;0;0
0144301;M1082;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la Dombes;;VILLARS LES DOMBES;01443;2020;0;0;0;0;0;0;0;0
0144301;M1082;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la Dombes;;VILLARS LES DOMBES;01443;2021;0;0;0;0;0;0;0;0
0144301;M1082;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la Dombes;;VILLARS LES DOMBES;01443;2022;0;0;0;0;0;0;0;0
0144301;M1082;Auvergne-Rhône-Alpes;Ain;01/02/2003;NON;;musée de la Dombes;;VILLARS LES DOMBES;01443;2023;0;0;0;0;0;0;0;0
0209301;M5008;Hauts-de-France;Aisne;06/01/2002;NON;;musée franco-américain du château de Blérancourt;;BLERANCOURT;02093;2014;686;813;1499;1204;295;0;99;14
0209301;M5008;Hauts-de-France;Aisne;06/01/2002;NON;;musée franco-américain du château de Blérancourt;;BLERANCOURT;02093;2015;186;1389;1575;1516;59;0;272;42
0209301;M5008;Hauts-de-France;Aisne;06/01/2002;NON;;musée franco-américain du château de Blérancourt;;BLERANCOURT;02093;2016;246;501;747;729;18;0;36;263
0209301;M5008;Hauts-de-France;Aisne;06/01/2002;NON;;musée franco-américain du château de Blérancourt;;BLERANCOURT;02093;2017;4237;5041;9278;8675;603;0;938;245
0209301;M5008;Hauts-de-France;Aisne;06/01/2002;NON;;musée franco-américain du château de Blérancourt;;BLERANCOURT;02093;2018;5849;6442;12291;10868;1423;0;589;301
0209301;M5008;Hauts-de-France;Aisne;06/01/2002;NON;;musée franco-américain du château de Blérancourt;;BLERANCOURT;02093;2019;4427;4880;9307;7993;1314;0;698;308
0209301;M5008;Hauts-de-France;Aisne;06/01/2002;NON;;musée franco-américain du château de Blérancourt;;BLERANCOURT;02093;2021;1602;2366;3968;3523;445;0;495;164
0209301;M5008;Hauts-de-France;Aisne;06/01/2002;NON;;musée franco-américain du château de Blérancourt;;BLERANCOURT;02093;2022;2824;4656;7480;6400;1080;0;602;294
0209301;M5008;Hauts-de-France;Aisne;06/01/2002;NON;;musée franco-américain du château de Blérancourt;;BLERANCOURT;02093;2023;3341;5286;8627;0;1872;0;750;381
0216801;M0784;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jean de la Fontaine;;CHATEAU THIERRY;02168;2014;11956;2216;14172;7586;4827;1759;;
0216801;M0784;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jean de la Fontaine;;CHATEAU THIERRY;02168;2015;10481;2353;12834;7308;3667;1859;;
0216801;M0784;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jean de la Fontaine;;CHATEAU THIERRY;02168;2016;12038;3040;15078;7955;5577;1546;0;0
0216801;M0784;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jean de la Fontaine;;CHATEAU THIERRY;02168;2017;10557;3292;13849;9422;4427;;;
0216801;M0784;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jean de la Fontaine;;CHATEAU THIERRY;02168;2018;8598;2655;11253;7961;2650;642;;
0216801;M0784;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jean de la Fontaine;;CHATEAU THIERRY;02168;2019;9396;3111;12507;8260;3059;1188;1412;
0216801;M0784;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jean de la Fontaine;;CHATEAU THIERRY;02168;2020;4476;1770;6246;5692;476;78;1114;
0216801;M0784;Hauts-de-France;Aisne;01/02/2003;NON;2022;musée Jean de la Fontaine;;CHATEAU THIERRY;02168;2021;10416;6574;16990;14934;1439;617;0;0
0216801;M0784;Hauts-de-France;Aisne;01/02/2003;NON;2022;musée Jean de la Fontaine;;CHATEAU THIERRY;02168;2022;5101;0;5101;3950;1151;0;;
0216801;M0784;Hauts-de-France;Aisne;01/02/2003;NON;2022;musée Jean de la Fontaine;;CHATEAU THIERRY;02168;2023;0;0;0;0;0;0;0;0
0230401;M0789;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jeanne d'Aboville;;LA FERE;02304;2014;322;1041;1363;455;861;47;;
0230401;M0789;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jeanne d'Aboville;;LA FERE;02304;2015;361;1897;2258;532;1590;136;;
0230401;M0789;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jeanne d'Aboville;;LA FERE;02304;2016;342;1348;1690;668;920;102;0;10
0230401;M0789;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jeanne d'Aboville;;LA FERE;02304;2017;590;771;1361;787;471;103;;
0230401;M0789;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jeanne d'Aboville;;LA FERE;02304;2018;542;1067;1609;699;767;143;;
0230401;M0789;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jeanne d'Aboville;;LA FERE;02304;2019;774;1327;2101;893;1062;146;;
0230401;M0789;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jeanne d'Aboville;;LA FERE;02304;2020;346;882;1228;557;593;78;;
0230401;M0789;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jeanne d'Aboville;;LA FERE;02304;2021;249;738;987;627;349;11;;
0230401;M0789;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jeanne d'Aboville;;LA FERE;02304;2022;524;968;1492;788;618;86;;
0230401;M0789;Hauts-de-France;Aisne;01/02/2003;NON;;musée Jeanne d'Aboville;;LA FERE;02304;2023;383;1840;2223;872;1261;90;;
0236102;M0787;Hauts-de-France;Aisne;01/02/2003;NON;;Familistère de Guise;;GUISE;02361;2014;54299;8494;62793;36593;11161;15039;769;652
0236102;M0787;Hauts-de-France;Aisne;01/02/2003;NON;;Familistère de Guise;;GUISE;02361;2015;54888;8763;63651;35587;13583;14481;2070;689
0236102;M0787;Hauts-de-France;Aisne;01/02/2003;NON;;Familistère de Guise;;GUISE;02361;2016;56799;8491;65290;37226;14130;13934;1153;669
0236102;M0787;Hauts-de-France;Aisne;01/02/2003;NON;;Familistère de Guise;;GUISE;02361;2017;60128;12239;72367;42729;14309;15329;;
0236102;M0787;Hauts-de-France;Aisne;01/02/2003;NON;;Familistère de Guise;;GUISE;02361;2018;62963;2933;65896;37073;16402;12421;1021;1788
0236102;M0787;Hauts-de-France;Aisne;01/02/2003;NON;;Familistère de Guise;;GUISE;02361;2019;59507;2833;62340;38111;12785;11444;1033;2232
0236102;M0787;Hauts-de-France;Aisne;01/02/2003;NON;;Familistère de Guise;;GUISE;02361;2020;19055;3175;22230;17807;2493;1930;830;1678
0236102;M0787;Hauts-de-France;Aisne;01/02/2003;NON;;Familistère de Guise;;GUISE;02361;2021;24233;1748;25981;19567;2750;3664;529;881
0236102;M0787;Hauts-de-France;Aisne;01/02/2003;NON;;Familistère de Guise;;GUISE;02361;2022;48730;4954;53684;34814;9902;8968;1388;2439
0236102;M0787;Hauts-de-France;Aisne;01/02/2003;NON;;Familistère de Guise;;GUISE;02361;2023;56506;9528;66034;43476;11670;10888;1718;2788
0238101;M0788;Hauts-de-France;Aisne;01/02/2003;OUI;2013;musée centre de documentation Alfred Desmasures;;HIRSON;02381;2014;0;0;0;0;0;0;0;0
